Time [s]	HAMr Torque1 [Nm]	HAMr Torque2 [Nm]	GLUr Torque1 [Nm]	HFLr Torque1 [Nm]	RFr Torque1 [Nm]	RFr Torque2 [Nm]	VASr Torque1 [Nm]	GASr Torque1 [Nm]	GASr Torque2 [Nm]	SOLr Torque1 [Nm]	TAr Torque1 [Nm]	HAMl Torque1 [Nm]	HAMl Torque2 [Nm]	GLUl Torque1 [Nm]	HFLl Torque1 [Nm]	RFl Torque1 [Nm]	RFl Torque2 [Nm]	VASl Torque1 [Nm]	GASl Torque1 [Nm]	GASl Torque2 [Nm]	SOLl Torque1 [Nm]	TAl Torque1 [Nm]	Hipr Angle [rad]	Kneer Angle [rad]	Ankler Angle [rad]	Hipl Angle [rad]	Kneel Angle [rad]	Anklel Angle [rad]	COM Position X [m]	COM Position Y [m]	COM Position Z [m]	COM Velocity X [m/s]	COM Velocity Y [m/s]	COM Velocity Z [m/s]	Footr Position X [m/s]	Footr Position Y [m/s]	Footr Position Z [m/s]	Footl Position X [m/s]	Footl Position Y [m/s]	Footl Position Z [m/s]	Stancer	Swingr	SPr	SIr	Stancel	Swingl	SPl	SIl	
0.209668	129.063	0	120.496	88.426	-0	0	-3.86671	-125.396	0	-3.44483	-3.145	43.7285	0	0	121.352	-0	0	-1.27576	-123.783	0	-1.51463	-1.8433	2.92503	2.53616	1.16278	2.78245	2.93207	1.54471	0.514463	1.12213	-0.479645	0.22531	0.1738	-1.02599	0.655841	0.195983	-0.263526	0.336359	0.150377	-0.605843	0	1	0	0	1	0	0	0
0.210001	-46.3492	-28.0847	-61.5446	88.3705	0	0	-20.8723	79.2862	0	-0	-0	-139.116	-85.9128	-105.874	121.377	0	0	-0.75838	0	0	-1.77851	-2.15234	2.92359	2.53393	1.16304	2.7836	2.93319	1.5446	0.514538	1.12219	-0.479987	0.226134	0.172616	-1.02621	0.655939	0.196598	-0.264617	0.336488	0.150379	-0.605829	0	1	0	0	1	0	0	0
0.210334	128.953	0	-41.6095	88.4934	-2.70901	-2.97502	-125.366	-6.99626	-6.43268	-40.6	-0	43.6238	0	-85.2259	121.56	-2.10272	-2.43602	-95.6531	-0.140267	-0.17087	-99.2213	-93.0578	2.92222	2.53172	1.16331	2.78481	2.93431	1.54448	0.514614	1.12224	-0.480329	0.226952	0.171465	-1.02649	0.655939	0.196598	-0.264617	0.336488	0.150379	-0.605829	0	1	0	0	1	0	0	0
0.210668	-46.2317	-28.0209	120.588	88.3309	-0	-0	45.0969	-64.3252	-39.0487	39.8418	51.0484	-138.858	-85.7143	0	121.468	-2.33529	-1.45956	0	-31.7506	-19.8441	0	0	2.92075	2.5295	1.1636	2.78593	2.93542	1.54437	0.51469	1.1223	-0.480671	0.227763	0.170303	-1.0267	0.655939	0.196598	-0.264617	0.336488	0.150379	-0.605829	0	1	0	0	1	0	0	0
0.211001	129.119	0	-61.0242	88.3475	-0	0	0	-122.339	0	0	0	43.7107	0	-106.626	121.567	-85.1666	0	0	-124.028	0	0	0	2.91934	2.52729	1.16389	2.78711	2.93654	1.54425	0.514766	1.12236	-0.481014	0.228563	0.169226	-1.02693	0.656045	0.197209	-0.265724	0.336616	0.150379	-0.605816	0	1	0	0	1	0	0	0
0.211334	-46.1978	-28.0076	-40.6088	88.5211	64.392	0	-3.91349	81.2877	0	-1.03078	-0.0481746	-138.734	-85.5976	-83.5788	121.781	0	0	-1.27204	0	0	-0	-0	2.91798	2.52509	1.16418	2.78833	2.93767	1.54414	0.514842	1.12241	-0.481356	0.229356	0.168209	-1.02723	0.656045	0.197209	-0.265724	0.336616	0.150379	-0.605816	0	1	0	0	1	0	0	0
0.211668	128.962	0	121.08	88.4593	0	0	-22.4405	-7.18567	-6.60205	-3.45484	0	43.5787	0	0	121.746	0	0	-0.687122	-0.117314	-0.143125	-1.49627	0	2.91654	2.52288	1.16448	2.78949	2.93879	1.54402	0.514919	1.12247	-0.481699	0.230145	0.167142	-1.02747	0.656045	0.197209	-0.265724	0.336616	0.150379	-0.605816	0	1	0	0	1	0	0	0
0.212001	-46.1044	-27.9583	-60.6576	88.6314	0	0	-127.046	-64.7473	-39.3057	-0	-3.17656	-138.498	-85.4113	-107.57	121.929	0	0	-94.8494	-33.3536	-20.846	-1.72789	-1.82084	2.91519	2.52068	1.16478	2.79071	2.9399	1.54391	0.514996	1.12252	-0.482041	0.230925	0.166116	-1.02779	0.656158	0.19782	-0.266847	0.336744	0.150381	-0.605802	0	1	0	0	1	0	0	0
0.212334	129.057	0	-39.8661	88.4006	-0	0	46.3549	-118.88	0	-45.8491	-0	43.611	0	-82.2421	121.724	-0	0	0	-123.832	0	-99.1966	-2.14178	2.9137	2.51846	1.1651	2.7918	2.94098	1.54378	0.515073	1.12258	-0.482384	0.231721	0.164988	-1.02803	0.656158	0.19782	-0.266847	0.336744	0.150381	-0.605802	0	1	0	0	1	0	0	0
0.212668	-46.0072	-27.9067	120.967	88.3301	0	0	0	83.8853	0	39.6887	-0	-138.255	-85.2196	0	121.722	0	0	0	0	0	0	-93.7386	2.91227	2.51625	1.16541	2.79294	2.94207	1.54366	0.515151	1.12263	-0.482727	0.232503	0.163926	-1.02828	0.656158	0.19782	-0.266847	0.336744	0.150381	-0.605802	0	1	0	0	1	0	0	0
0.213001	129.139	0	-60.353	88.4204	-2.75444	-3.01625	-3.96781	-7.39246	-6.78745	0	49.9022	43.645	0	-108.574	121.864	-2.07846	-2.40844	-1.27081	-0.0963826	-0.117763	0	0	2.91088	2.51405	1.16572	2.79413	2.94316	1.54354	0.515228	1.12269	-0.48307	0.233282	0.162884	-1.02857	0.656278	0.198433	-0.267988	0.33687	0.150383	-0.605789	0	1	0	0	1	0	0	0
0.213334	-45.8552	-27.8218	-39.2412	88.43	-0	-0	-24.0808	-65.3654	-39.6828	-1.12748	0	-137.919	-84.9702	-81.0265	121.901	-2.32092	-1.45057	-0.630254	-35.0989	-21.9368	-0	0	2.90947	2.51185	1.16602	2.79529	2.94425	1.54341	0.515306	1.12274	-0.483412	0.234061	0.161817	-1.02884	0.656278	0.198433	-0.267988	0.33687	0.150383	-0.605789	0	1	0	0	1	0	0	0
0.213668	129.379	0	120.638	88.5933	-0	0	-128.853	-115.914	0	-3.46563	-0.076504	43.8155	0	0	122.061	-86.0006	0	-94.2893	-123.998	0	-1.47945	-0	2.90811	2.50967	1.16632	2.79649	2.94533	1.54329	0.515385	1.1228	-0.483756	0.234834	0.160748	-1.02916	0.656278	0.198433	-0.267988	0.33687	0.150383	-0.605789	0	1	0	0	1	0	0	0
0.214001	-45.7989	-27.7947	-59.967	88.5227	63.043	0	47.3757	85.9233	0	-0	0	-137.747	-84.8214	-109.44	121.983	0	0	0	0	0	-1.69816	0	2.90668	2.50747	1.16662	2.79762	2.9464	1.54316	0.515463	1.12285	-0.484099	0.235607	0.159619	-1.02947	0.656408	0.19905	-0.269146	0.336994	0.150386	-0.605774	0	1	0	0	1	0	0	0
0.214334	129.221	0	-38.4826	88.4339	0	0	0	-7.61661	-6.98846	-51.2478	-3.20556	43.7152	0	-79.6348	121.909	0	0	0	-0.0760156	-0.0930207	-99.4243	-1.79743	2.90524	2.50526	1.16691	2.79873	2.94744	1.54303	0.515542	1.1229	-0.484442	0.236393	0.15833	-1.02972	0.656408	0.19905	-0.269146	0.336994	0.150386	-0.605774	0	1	0	0	1	0	0	0
0.214668	-45.7221	-27.7551	120.679	88.4387	0	0	-4.02697	-66.0999	-40.1308	39.2973	-0	-137.546	-84.6532	0	121.945	0	0	-1.26949	-36.9397	-23.0873	0	-2.12277	2.90383	2.50307	1.1672	2.79987	2.94848	1.54289	0.515621	1.12295	-0.484785	0.237175	0.157034	-1.02999	0.656408	0.19905	-0.269146	0.336994	0.150386	-0.605774	0	1	0	0	1	0	0	0
0.215001	129.153	0	-59.4832	88.5806	-0	0	-25.7505	-113.306	0	0	-0	43.6461	0	-110.147	122.092	-0	0	-0.580547	-124.399	0	0	-94.3106	2.90246	2.50089	1.16746	2.80105	2.94954	1.54276	0.5157	1.12301	-0.485129	0.237953	0.155745	-1.03032	0.656545	0.199673	-0.270323	0.337117	0.150389	-0.60576	0	1	0	0	1	0	0	0
0.215334	-45.596	-27.6855	-37.6001	88.5283	0	0	-130.673	87.4971	0	-1.2266	48.9033	-137.262	-84.4338	-78.0603	122.033	0	0	-93.8383	0	0	-0	0	2.90104	2.4987	1.16772	2.80216	2.95057	1.54262	0.51578	1.12306	-0.485472	0.238734	0.154355	-1.03064	0.656545	0.199673	-0.270323	0.337117	0.150389	-0.60576	0	1	0	0	1	0	0	0
0.215668	129.268	0	121.077	88.4506	-2.79891	-3.05609	48.2635	-7.8489	-7.19652	-3.47483	0	43.7035	0	0	121.972	-2.05455	-2.38125	0	-0.056376	-0.0690979	-1.46218	0	2.89961	2.49651	1.16798	2.80326	2.95158	1.54248	0.51586	1.12311	-0.485816	0.239519	0.152799	-1.0309	0.656545	0.199673	-0.270323	0.337117	0.150389	-0.60576	0	1	0	0	1	0	0	0
0.216001	-45.5599	-27.6703	-59.1688	88.5283	-0	-0	0	-66.7327	-40.5167	-0.0789542	-0.111055	-137.136	-84.3101	-111.07	122.065	-2.30463	-1.44039	0	-38.7534	-24.2209	-1.67191	-0	2.89822	2.49432	1.16822	2.80441	2.9526	1.54234	0.51594	1.12316	-0.48616	0.240305	0.151179	-1.03122	0.656691	0.200305	-0.271518	0.337238	0.150394	-0.605745	0	1	0	0	1	0	0	0
0.216334	129.037	0	-37.0165	88.3689	-0	0	-4.08732	-110.709	0	-56.6448	0	43.5109	0	-76.8435	121.929	-86.7925	0	-1.26694	-124.651	0	-99.6836	0	2.89676	2.49213	1.16844	2.80548	2.95359	1.5422	0.51602	1.12321	-0.486503	0.241101	0.149429	-1.03149	0.656691	0.200305	-0.271518	0.337238	0.150394	-0.605745	0	1	0	0	1	0	0	0
0.216668	-45.4695	-27.6222	120.784	88.3578	61.7387	0	-27.3731	89.1042	0	38.8809	-3.2333	-136.912	-84.1259	0	121.969	0	0	-0.525626	0	0	0	-1.77459	2.89535	2.48994	1.16865	2.80659	2.9546	1.54206	0.516101	1.12326	-0.486847	0.241884	0.147723	-1.03177	0.656691	0.200305	-0.271518	0.337238	0.150394	-0.605745	0	1	0	0	1	0	0	0
0.217001	129.058	0	-58.8007	88.4863	0	0	-132.114	-8.06277	-7.38816	0	-0	43.472	0	-111.903	122.122	0	0	-93.2368	-0.0395761	-0.0485836	0	-2.10183	2.89398	2.48778	1.16883	2.80774	2.95561	1.54192	0.516182	1.12331	-0.487191	0.242655	0.146059	-1.03209	0.656845	0.200947	-0.272733	0.33736	0.150394	-0.605732	0	1	0	0	1	0	0	0
0.217334	-45.3961	-27.5841	-36.3739	88.4934	0	0	49.3742	-67.146	-40.7693	-1.32747	-0	-136.712	-83.9555	-75.5049	122.13	0	0	0	-40.4237	-25.2648	-0	-94.8466	2.89258	2.4856	1.169	2.80885	2.95661	1.54178	0.516263	1.12335	-0.487536	0.243422	0.144379	-1.03238	0.656845	0.200947	-0.272733	0.33736	0.150394	-0.605732	0	1	0	0	1	0	0	0
0.217668	128.986	0	120.731	88.5735	-0	0	0	-107.83	0	-3.48242	47.9618	43.3764	0	0	122.203	-0	0	0	-124.446	0	-1.44436	0	2.89119	2.48344	1.16915	2.80998	2.95761	1.54164	0.516344	1.1234	-0.48788	0.244173	0.142752	-1.03268	0.656845	0.200947	-0.272733	0.33736	0.150394	-0.605732	0	1	0	0	1	0	0	0
0.218001	-45.2674	-27.5125	-58.4155	88.8204	0	0	-4.15326	91.2309	0	-0.319042	0	-136.402	-83.7169	-112.693	122.402	0	0	-1.26592	0	0	-1.63735	0	2.88987	2.48129	1.16927	2.81116	2.95861	1.5415	0.516426	1.12345	-0.488224	0.244912	0.141217	-1.03304	0.657007	0.201599	-0.273968	0.337481	0.150391	-0.60572	0	1	0	0	1	0	0	0
0.218334	129.124	0	-35.7301	88.6909	-2.84247	-3.09459	-28.8853	-8.26557	-7.57021	-61.8662	-0.151706	43.4414	0	-74.1624	122.221	-2.03077	-2.35422	-0.524555	-0.0262948	-0.0323285	-99.8185	-0	2.88843	2.47911	1.16938	2.81222	2.95958	1.54136	0.516508	1.1235	-0.488569	0.245657	0.139565	-1.03338	0.657007	0.201599	-0.273968	0.337481	0.150391	-0.60572	0	1	0	0	1	0	0	0
0.218668	-45.227	-27.4943	120.752	88.5878	-0	-0	-132.921	-67.6995	-41.106	38.6322	0	-136.243	-83.5696	0	122.106	-2.28547	-1.42841	-92.3045	-42.2342	-26.3963	0	0	2.887	2.47693	1.16948	2.81328	2.96052	1.54121	0.51659	1.12354	-0.488913	0.246404	0.13784	-1.03364	0.657007	0.201599	-0.273968	0.337481	0.150391	-0.60572	0	1	0	0	1	0	0	0
0.219001	128.903	0	-57.9394	88.6092	-0	0	50.9371	-105.528	0	0	-3.2597	43.2727	0	-113.333	122.134	-87.5381	0	0	-124.608	0	0	-1.75196	2.8856	2.47477	1.16954	2.81437	2.96148	1.54106	0.516672	1.12359	-0.489258	0.247118	0.136229	-1.03394	0.657179	0.202266	-0.275223	0.337599	0.150389	-0.605707	0	1	0	0	1	0	0	0
0.219334	-45.1519	-27.4549	-34.9701	88.7537	60.4925	0	0	92.6177	0	-1.42988	-0	-136.013	-83.3785	-72.6563	122.259	0	0	0	0	0	-0	-2.07488	2.88424	2.47262	1.16958	2.8155	2.96243	1.54091	0.516755	1.12363	-0.489603	0.247829	0.13464	-1.03429	0.657179	0.202266	-0.275223	0.337599	0.150389	-0.605707	0	1	0	0	1	0	0	0
0.219668	128.849	0	121.118	88.7187	0	0	-4.22705	-8.44684	-7.73283	-3.49112	-0	43.2012	0	0	122.188	0	0	-1.27648	-0.0156851	-0.0193132	-1.42788	-95.2936	2.88284	2.47046	1.16961	2.81656	2.96336	1.54075	0.516838	1.12368	-0.489947	0.248547	0.132969	-1.03463	0.657179	0.202266	-0.275223	0.337599	0.150389	-0.605707	0	1	0	0	1	0	0	0
0.220001	-45.0217	-27.382	-57.6319	88.6624	0	0	-30.675	-68.1942	-41.4065	-0.713393	47.1323	-135.682	-83.1245	-114.191	122.109	0	0	-0.688041	-44.0254	-27.5158	-1.59649	0	2.88142	2.4683	1.16961	2.81761	2.96427	1.54059	0.516921	1.12372	-0.490292	0.24926	0.1313	-1.03493	0.657359	0.202945	-0.276498	0.337714	0.150388	-0.605694	0	1	0	0	1	0	0	0
0.220334	128.989	0	-34.4977	88.7449	-0	0	-135.049	-103.315	0	-66.9064	0	43.2887	0	-71.5078	122.17	-0	0	-93.8185	-124.657	0	-99.8586	0	2.88005	2.46614	1.16958	2.81869	2.96518	1.54042	0.517004	1.12376	-0.490637	0.249968	0.129666	-1.03528	0.657359	0.202945	-0.276498	0.337714	0.150388	-0.605694	0	1	0	0	1	0	0	0
0.220668	-44.9814	-27.3636	120.798	88.614	0	0	51.2039	93.9129	0	38.5186	-0.198248	-135.503	-82.9631	0	122.018	0	0	0	0	0	0	-0	2.87861	2.46398	1.16954	2.8197	2.96606	1.54024	0.517088	1.12381	-0.490983	0.250683	0.127991	-1.03557	0.657359	0.202945	-0.276498	0.337714	0.150388	-0.605694	0	1	0	0	1	0	0	0
0.221001	128.761	0	-57.275	88.6449	-2.88507	-3.13173	0	-8.60925	-7.8787	0	0	43.1325	0	-114.964	122.043	-2.00738	-2.32765	0	-0.00809125	-0.00997722	0	0	2.87722	2.46183	1.16947	2.82076	2.96695	1.54007	0.517172	1.12385	-0.491328	0.251387	0.126377	-1.03588	0.65755	0.203638	-0.277794	0.337825	0.150387	-0.605682	0	1	0	0	1	0	0	0
0.221334	-44.9035	-27.322	-33.9655	88.7926	-0	-0	-4.28858	-68.5967	-41.6503	-1.53369	-3.28487	-135.255	-82.7583	-70.2473	122.159	-2.27209	-1.42005	-1.47802	-45.7633	-28.602	-0	-1.72965	2.87587	2.45969	1.16937	2.82184	2.96783	1.53989	0.517256	1.12389	-0.491673	0.252089	0.124797	-1.03623	0.65755	0.203638	-0.277794	0.337825	0.150387	-0.605682	0	1	0	0	1	0	0	0
0.221668	128.703	0	120.713	88.7688	-0	0	-32.358	-101.109	0	-3.50121	-0	43.0816	0	0	122.082	-88.3226	0	-0.892411	-124.506	0	-1.41274	-2.05484	2.87447	2.45755	1.16925	2.82286	2.96869	1.53971	0.51734	1.12393	-0.492019	0.252789	0.123184	-1.03654	0.65755	0.203638	-0.277794	0.337825	0.150387	-0.605682	0	1	0	0	1	0	0	0
0.222001	-44.8193	-27.2767	-56.901	88.8522	59.1852	0	-136.606	95.2434	0	-1.24393	-0.000767494	-134.99	-82.5425	-115.692	122.113	0	0	-94.9831	0	0	-1.53846	-95.8045	2.8731	2.45542	1.1691	2.82391	2.96955	1.53952	0.517424	1.12397	-0.492364	0.253476	0.121641	-1.03686	0.65775	0.204344	-0.27911	0.337931	0.150384	-0.60567	0	1	0	0	1	0	0	0
0.222334	128.671	0	-33.4257	89.0947	0	0	51.9096	-8.75233	-8.00747	-71.6178	46.2385	43.0534	0	-68.9611	122.267	0	0	0	-0.00319154	-0.00394089	-99.6552	0	2.87178	2.45329	1.16892	2.82501	2.9704	1.53933	0.517509	1.12401	-0.49271	0.254163	0.120108	-1.03728	0.65775	0.204344	-0.27911	0.337931	0.150384	-0.60567	0	1	0	0	1	0	0	0
0.222668	-44.6841	-27.2001	120.714	88.8569	0	0	0	-68.7543	-41.7451	38.6815	0	-134.63	-82.268	0	121.938	0	0	0	-47.3173	-29.5733	0	0	2.87032	2.45114	1.16874	2.82594	2.97119	1.53913	0.517594	1.12405	-0.493056	0.254872	0.118353	-1.03757	0.65775	0.204344	-0.27911	0.337931	0.150384	-0.60567	0	1	0	0	1	0	0	0
0.223001	128.811	0	-56.4415	88.7521	-0	0	-4.35459	-98.6056	0	0	-0.250558	43.1618	0	-116.275	121.805	-0	0	-1.60588	-123.829	0	0	-0	2.8689	2.449	1.16853	2.8269	2.97198	1.53893	0.517679	1.12409	-0.493402	0.255575	0.116557	-1.03786	0.657961	0.205065	-0.280446	0.338033	0.150387	-0.605658	0	1	0	0	1	0	0	0
0.223334	-44.6353	-27.176	-32.778	88.7854	0	0	-33.9993	97.1133	0	-1.63955	0	-134.42	-82.0843	-67.53	121.819	0	0	-1.1649	0	0	-0	0	2.86751	2.44686	1.16829	2.8279	2.97277	1.53872	0.517765	1.12413	-0.493748	0.256279	0.114805	-1.03816	0.657961	0.205065	-0.280446	0.338033	0.150387	-0.605658	0	1	0	0	1	0	0	0
0.223668	128.59	0	121.054	88.9213	-2.92615	-3.16688	-137.926	-8.87853	-8.12153	-3.51399	-3.30799	43.0357	0	0	121.914	-1.98369	-2.30074	-96.1421	-0.000629671	-0.000778538	-1.39966	-1.70695	2.86617	2.44474	1.16803	2.82893	2.97356	1.5385	0.51785	1.12417	-0.494094	0.256973	0.113096	-1.03847	0.657961	0.205065	-0.280446	0.338033	0.150387	-0.605658	0	1	0	0	1	0	0	0
0.224001	-44.5706	-27.1419	-56.0814	89.1623	-0	-0	52.756	-69.1922	-42.0085	-1.93089	-0	-134.181	-81.8821	-117.012	122.072	-2.25472	-1.4092	0	-49.13	-30.7062	-1.49795	-2.03385	2.86486	2.44263	1.16774	2.82998	2.97435	1.53829	0.517936	1.1242	-0.494441	0.257663	0.111369	-1.03885	0.658182	0.205797	-0.281802	0.338132	0.150386	-0.605646	0	1	0	0	1	0	0	0
0.224335	128.434	0	-32.3286	89.078	-0	0	0	-96.9533	0	-76.4275	-0.74114	42.9362	0	-66.3326	121.886	-89.0513	0	0	-123.859	0	-99.6748	-96.2903	2.86345	2.44051	1.16743	2.83092	2.9751	1.53806	0.518022	1.12424	-0.494787	0.258357	0.109572	-1.03916	0.658182	0.205797	-0.281802	0.338132	0.150386	-0.605646	0	1	0	0	1	0	0	0
0.224668	-44.4578	-27.0785	120.901	89.2276	57.9505	0	-4.42394	97.7006	0	38.6421	45.3753	-133.856	-81.6267	0	121.946	0	0	-1.70393	0	0	0	0	2.86211	2.43839	1.1671	2.83193	2.97585	1.53784	0.518109	1.12428	-0.495133	0.259048	0.107783	-1.03953	0.658182	0.205797	-0.281802	0.338132	0.150386	-0.605646	0	1	0	0	1	0	0	0
0.225001	128.48	0	-55.7458	89.0406	0	0	-35.6867	-8.97774	-8.2111	0	0	42.9738	0	-117.761	121.678	0	0	-1.52623	-0	-0	0	0	2.86067	2.43626	1.16677	2.83283	2.97655	1.53761	0.518195	1.12431	-0.49548	0.259745	0.105875	-1.03983	0.658413	0.206542	-0.283177	0.338228	0.150387	-0.605634	0	1	0	0	1	0	0	0
0.225335	-44.4246	-27.0633	-31.9413	89.0096	0	0	-139.37	-69.5529	-42.2238	-1.74761	-0.308399	-133.669	-81.4544	-65.1989	121.604	0	0	-97.4953	-50.9174	-31.8233	-0	-0	2.85928	2.43413	1.16641	2.83376	2.97726	1.53738	0.518282	1.12435	-0.495827	0.260436	0.10397	-1.04012	0.658413	0.206542	-0.283177	0.338228	0.150387	-0.605634	0	1	0	0	1	0	0	0
0.225668	128.201	0	120.654	89.1066	-0	0	53.4089	-95.3456	0	-3.52627	0	42.7949	0	0	121.655	-0	0	0	-123.809	0	-1.38621	0	2.85793	2.43202	1.16602	2.83473	2.97797	1.53714	0.518369	1.12438	-0.496174	0.261124	0.102093	-1.04046	0.658413	0.206542	-0.283177	0.338228	0.150387	-0.605634	0	1	0	0	1	0	0	0
0.226001	-44.3403	-27.017	-55.3865	89.074	0	0	0	98.1695	0	-2.75553	-3.32894	-133.388	-81.2239	-118.458	121.563	0	0	0	0	0	-1.461	-1.68381	2.85654	2.4299	1.16562	2.83564	2.97865	1.5369	0.518456	1.12441	-0.496521	0.261811	0.100191	-1.04076	0.658655	0.207282	-0.284564	0.33832	0.150386	-0.605623	0	1	0	0	1	0	0	0
0.226335	128.169	0	-31.5263	89.0939	-2.96658	-3.20105	-4.49431	-9.11062	-8.32802	-81.1915	-0	42.7657	0	-64.0177	121.548	-1.96039	-2.27427	-1.7661	-0	-0	-99.7266	-2.00551	2.85516	2.42778	1.16546	2.83658	2.97933	1.53665	0.518544	1.12445	-0.496868	0.262487	0.098336	-1.04106	0.658655	0.207282	-0.284564	0.33832	0.150386	-0.605623	0	1	0	0	1	0	0	0
0.226668	-44.2125	-26.9441	120.554	89.2292	-0	-0	-37.4087	-69.896	-42.428	38.573	-2.75449	-133.03	-80.9464	0	121.632	-2.24364	-1.40227	-2.00054	-52.71	-32.9437	0	-96.6732	2.85383	2.42567	1.16527	2.83754	2.98001	1.53641	0.518632	1.12448	-0.497215	0.263156	0.0965386	-1.04141	0.658655	0.207282	-0.284564	0.33832	0.150386	-0.605623	0	1	0	0	1	0	0	0
0.227001	128.284	0	-55.0099	89.1711	-0	0	-140.957	-93.7909	0	0	44.6379	42.8589	0	-119.103	121.51	-89.8238	0	-99.2198	-123.76	0	0	0	2.85243	2.42355	1.16519	2.83844	2.98065	1.53615	0.51872	1.12451	-0.497562	0.263823	0.0947045	-1.04171	0.658904	0.207984	-0.28595	0.338408	0.150384	-0.605613	0	1	0	0	1	0	0	0
0.227335	-44.148	-26.9095	-31.0885	89.2945	56.6495	0	53.8731	98.5247	0	-1.85763	0	-132.778	-80.7329	-62.8103	121.57	0	0	0	0	0	-0	0	2.85109	2.42143	1.1651	2.83938	2.9813	1.5359	0.518808	1.12454	-0.497909	0.264487	0.0928726	-1.04208	0.658904	0.207984	-0.28595	0.338408	0.150384	-0.605613	0	1	0	0	1	0	0	0
0.227668	128.111	0	120.575	89.1154	0	0	0	-9.22979	-8.43289	-3.53799	-0.371504	42.7784	0	0	121.317	0	0	0	-0	-0	-1.37225	-0	2.84966	2.4193	1.16501	2.84022	2.9819	1.53564	0.518896	1.12457	-0.498257	0.265155	0.0909785	-1.04237	0.658904	0.207984	-0.28595	0.338408	0.150384	-0.605613	0	1	0	0	1	0	0	0
0.228001	-44.0199	-26.8361	-54.5513	89.0597	0	0	-4.56266	-70.1433	-42.5742	-3.68696	0	-132.416	-80.4513	-119.607	121.225	0	0	-1.74191	-54.4381	-34.0238	-1.40869	0	2.84827	2.41718	1.1649	2.84109	2.98251	1.53537	0.518985	1.1246	-0.498604	0.26581	0.0891477	-1.04265	0.659164	0.208686	-0.287349	0.338492	0.150383	-0.605603	0	1	0	0	1	0	0	0
0.228335	128.18	0	-30.5414	89.1193	-0	0	-39.1274	-92.0942	0	-85.5909	-3.34876	42.8666	0	-61.4707	121.247	-0	0	-2.58921	-123.535	0	-99.5503	-1.66119	2.84691	2.41506	1.16478	2.84198	2.98311	1.5351	0.519074	1.12463	-0.498952	0.266461	0.0873654	-1.04294	0.659164	0.208686	-0.287349	0.338492	0.150383	-0.605603	0	1	0	0	1	0	0	0
0.228668	-43.9587	-26.8032	120.93	89.2833	0	0	-142.501	99.097	0	38.7817	-0	-132.168	-80.2387	0	121.348	0	0	-101.172	0	0	0	-1.98633	2.84559	2.41296	1.16464	2.84291	2.9837	1.53483	0.519163	1.12466	-0.4993	0.26711	0.0855891	-1.04328	0.659164	0.208686	-0.287349	0.338492	0.150383	-0.605603	0	1	0	0	1	0	0	0
0.229001	127.96	0	-54.2115	89.2356	-3.00487	-3.23255	54.3232	-9.35359	-8.54168	0	-5.86436	42.7728	0	-120.266	121.211	-1.93647	-2.24711	0	-0	-0	0	-97.154	2.8442	2.41085	1.1645	2.84376	2.98427	1.53455	0.519252	1.12469	-0.499647	0.267755	0.0837847	-1.04358	0.659435	0.209392	-0.288763	0.338571	0.15038	-0.605593	0	1	0	0	1	0	0	0
0.229335	-43.8223	-26.7244	-30.1658	89.3885	-0	-0	0	-70.1843	-42.5957	-1.96853	43.8038	-131.788	-79.9446	-60.3602	121.276	-2.22763	-1.39226	0	-55.9929	-34.9955	-0	0	2.84288	2.40874	1.16435	2.84466	2.98483	1.53426	0.519341	1.12471	-0.499995	0.268395	0.0820659	-1.04393	0.659435	0.209392	-0.288763	0.338571	0.15038	-0.605593	0	1	0	0	1	0	0	0
0.229668	128.033	0	120.837	89.2069	-0	0	-4.63178	-90.0329	0	-3.55322	0	42.8788	0	0	120.994	-90.5302	0	-1.65239	-122.858	0	-1.36052	0	2.84145	2.40663	1.1642	2.84545	2.98536	1.53396	0.519431	1.12474	-0.500344	0.26904	0.0803099	-1.04422	0.659435	0.209392	-0.288763	0.338571	0.15038	-0.605593	0	1	0	0	1	0	0	0
0.230001	-43.7954	-26.712	-53.8938	89.1902	55.4391	0	-40.8516	100.316	0	-4.73947	-0.439573	-131.6	-79.7666	-120.937	120.91	0	0	-3.30251	0	0	-1.36023	-0	2.84007	2.40452	1.16403	2.84627	2.98588	1.53367	0.519521	1.12477	-0.500692	0.269676	0.0785872	-1.04451	0.659719	0.210104	-0.290194	0.338644	0.15038	-0.605584	0	1	0	0	1	0	0	0
0.230335	127.646	0	-29.8459	89.2069	0	0	-144.037	-9.49212	-8.66344	-89.8992	0	42.6819	0	-59.3161	120.862	0	0	-103.323	-0	-0	-99.4134	0	2.83871	2.40241	1.16386	2.8471	2.98639	1.53337	0.519611	1.12479	-0.50104	0.270311	0.0768875	-1.04481	0.659719	0.210104	-0.290194	0.338644	0.15038	-0.605584	0	1	0	0	1	0	0	0
0.230668	-43.7263	-26.6739	120.646	89.2419	0	0	54.7284	-70.3313	-42.6813	38.9814	-3.36636	-131.326	-79.5356	0	120.821	0	0	0	-57.6663	-36.0414	0	-1.63825	2.83735	2.40031	1.16367	2.84793	2.98689	1.53306	0.519701	1.12482	-0.501388	0.270939	0.075203	-1.04509	0.659719	0.210104	-0.290194	0.338644	0.15038	-0.605584	0	1	0	0	1	0	0	0
