Time [s]	HAMr Torque1 [Nm]	HAMr Torque2 [Nm]	GLUr Torque1 [Nm]	HFLr Torque1 [Nm]	RFr Torque1 [Nm]	RFr Torque2 [Nm]	VASr Torque1 [Nm]	GASr Torque1 [Nm]	GASr Torque2 [Nm]	SOLr Torque1 [Nm]	TAr Torque1 [Nm]	HAMl Torque1 [Nm]	HAMl Torque2 [Nm]	GLUl Torque1 [Nm]	HFLl Torque1 [Nm]	RFl Torque1 [Nm]	RFl Torque2 [Nm]	VASl Torque1 [Nm]	GASl Torque1 [Nm]	GASl Torque2 [Nm]	SOLl Torque1 [Nm]	TAl Torque1 [Nm]	Hipr Angle [rad]	Kneer Angle [rad]	Ankler Angle [rad]	Hipl Angle [rad]	Kneel Angle [rad]	Anklel Angle [rad]	COM Position X [m]	COM Position Y [m]	COM Position Z [m]	COM Velocity X [m/s]	COM Velocity Y [m/s]	COM Velocity Z [m/s]	Footr Position X [m/s]	Footr Position Y [m/s]	Footr Position Z [m/s]	Footl Position X [m/s]	Footl Position Y [m/s]	Footl Position Z [m/s]	Stancer	Swingr	SPr	SIr	Stancel	Swingl	SPl	SIl	
0.188334	121.485	0	-64.7799	87.3142	-0	0	-2.75553	-147.888	0	-0	0	49.8653	0	-112.333	113.738	-0	0	-1.461	-109.858	0	-95.2936	0	3.01635	2.68037	1.21168	2.71539	2.86791	1.55793	0.510219	1.11827	-0.457869	0.171252	0.174139	-1.01739	0.655469	0.17988	-0.243715	0.333729	0.150218	-0.606116	0	1	0	0	1	0	0	0
0.188667	-48.0051	-28.8807	113.569	87.4545	0	0	-81.1915	56.1715	0	47.1323	-2.79891	-140.201	-87.4287	0	113.953	0	0	-99.7266	0	0	0	-2.05455	3.01494	2.67808	1.20991	2.71621	2.86855	1.55745	0.510276	1.11833	-0.458208	0.172241	0.173747	-1.01739	0.655469	0.17988	-0.243715	0.333729	0.150218	-0.606116	0	1	0	0	1	0	0	0
0.189001	121.94	0	-68.9313	87.1379	-2.33061	-2.61536	38.573	-4.92215	-4.59756	0	-0	49.4311	0	-82.0073	113.76	-2.29975	-2.66067	0	-1.01052	-1.19547	0	-2.30463	3.0134	2.67575	1.20817	2.71689	2.86918	1.55692	0.510334	1.11838	-0.458547	0.17322	0.173156	-1.01726	0.655413	0.18078	-0.244515	0.333836	0.150279	-0.60609	0	1	0	0	1	0	0	0
0.189334	-47.968	-28.8624	-63.4617	87.0915	-0	-0	0	-47.377	-28.8287	-0.198248	-0	-140.276	-87.461	-111.396	113.907	-2.41025	-1.5064	0	-7.20149	-4.50093	-0	-86.7925	3.01193	2.67344	1.20644	2.71768	2.86986	1.55633	0.510392	1.11844	-0.458886	0.174188	0.172902	-1.01723	0.655413	0.18078	-0.244515	0.333836	0.150279	-0.60609	0	1	0	0	1	0	0	0
0.189667	122.645	0	114.255	87.0781	-0	0	-3.53799	-148.173	0	-3.28487	61.7387	49.189	0	0	114.108	-77.3268	0	-1.37225	-111.267	0	-1.72965	0	3.01047	2.67115	1.20473	2.71849	2.87055	1.55571	0.510451	1.1185	-0.459225	0.175137	0.172807	-1.01722	0.655413	0.18078	-0.244515	0.333836	0.150279	-0.60609	0	1	0	0	1	0	0	0
0.190001	-47.9808	-28.8743	-68.7405	87.1167	75.706	0	-3.68696	57.3782	0	-0	0	-140.428	-87.5403	-83.4249	114.362	0	0	-1.40869	0	0	-2.05484	0	3.00903	2.66886	1.20303	2.71933	2.87127	1.55508	0.510509	1.11856	-0.459564	0.176067	0.172857	-1.01727	0.655363	0.181674	-0.245331	0.333956	0.150343	-0.606061	0	1	0	0	1	0	0	0
0.190334	123.094	0	-62.2896	87.0868	0	0	-85.5909	-5.00999	-4.67364	-0.000767494	-0	48.8108	0	-110.538	114.549	0	0	-99.5503	-0.896443	-1.06313	-95.8045	-0	3.00757	2.66656	1.20136	2.72017	2.87201	1.55445	0.510568	1.11861	-0.459904	0.176989	0.173013	-1.01732	0.655363	0.181674	-0.245331	0.333956	0.150343	-0.606061	0	1	0	0	1	0	0	0
0.190667	-47.9847	-28.8809	114.677	87.1064	0	0	38.7817	-48.9806	-29.7961	46.2385	0	-140.559	-87.6053	0	114.787	0	0	0	-8.4135	-5.25843	0	0	3.00612	2.66427	1.19971	2.72103	2.87277	1.55383	0.510628	1.11867	-0.460243	0.177887	0.17364	-1.01744	0.655363	0.181674	-0.245331	0.333956	0.150343	-0.606061	0	1	0	0	1	0	0	0
0.191001	123.527	0	-68.4919	87.3915	-0	0	0	-148.866	0	0	-2.84247	48.4493	0	-84.7671	115.248	-0	0	0	-113.016	0	0	-2.03077	3.00476	2.66201	1.19808	2.72199	2.87357	1.55327	0.510687	1.11873	-0.460582	0.178764	0.174443	-1.01766	0.655321	0.18256	-0.246164	0.334085	0.15039	-0.606035	0	1	0	0	1	0	0	0
0.191334	-47.9297	-28.8527	-61.0496	87.2757	0	0	-3.55322	58.1065	0	-0.250558	-0	-140.584	-87.6042	-109.552	115.287	0	0	-1.36052	0	0	-0	-2.28547	3.00327	2.65972	1.19648	2.72284	2.87437	1.55279	0.510747	1.11879	-0.460921	0.179632	0.175133	-1.01785	0.655321	0.18256	-0.246164	0.334085	0.15039	-0.606035	0	1	0	0	1	0	0	0
0.191667	124.167	0	115.256	87.1584	-2.37824	-2.66201	-4.73947	-5.09945	-4.75117	-3.30799	-0	48.2588	0	0	115.349	-2.27499	-2.63237	-1.36023	-0.791008	-0.940372	-1.70695	-87.5381	3.00179	2.65742	1.19492	2.72369	2.87517	1.55238	0.510807	1.11885	-0.46126	0.180487	0.175872	-1.01801	0.655321	0.18256	-0.246164	0.334085	0.15039	-0.606035	0	1	0	0	1	0	0	0
0.192001	-47.9335	-28.8599	-68.1089	87.3048	-0	-0	-89.8992	-50.5143	-30.7212	-0	60.4925	-140.703	-87.661	-85.9503	115.67	-2.4028	-1.50175	-99.4134	-9.68175	-6.05108	-2.03385	0	3.00038	2.65514	1.19337	2.72464	2.87602	1.55204	0.510868	1.11891	-0.4616	0.181326	0.176807	-1.01827	0.655286	0.183438	-0.247013	0.334218	0.15041	-0.606019	0	1	0	0	1	0	0	0
0.192334	124.507	0	-59.6094	87.1064	-0	0	38.9814	-149.161	0	-0.74114	0	47.9075	0	-108.248	115.64	-78.3987	0	0	-114.454	0	-96.2903	0	2.99887	2.65284	1.19186	2.72549	2.87686	1.55179	0.510928	1.11897	-0.46194	0.182165	0.177531	-1.01845	0.655286	0.183438	-0.247013	0.334218	0.15041	-0.606019	0	1	0	0	1	0	0	0
0.192667	-47.8345	-28.8056	116.25	87.1434	74.3262	0	0	59.0646	0	45.3753	-0	-140.64	-87.6032	0	115.859	0	0	0	0	0	0	-0	2.99743	2.65056	1.19037	2.72641	2.87774	1.55163	0.510989	1.11903	-0.462279	0.182993	0.178164	-1.01861	0.655286	0.183438	-0.247013	0.334218	0.15041	-0.606019	0	1	0	0	1	0	0	0
0.193001	125.191	0	-67.8371	87.4151	0	0	-3.57007	-5.19658	-4.83591	0	0	47.8311	0	-87.2513	116.274	0	0	-1.34941	-0.709578	-0.845344	0	0	2.99606	2.6483	1.18891	2.72743	2.87867	1.55154	0.511051	1.11908	-0.462619	0.183814	0.178675	-1.01882	0.65526	0.184305	-0.247877	0.334352	0.150392	-0.606015	0	1	0	0	1	0	0	0
0.193334	-47.8587	-28.8254	-58.4133	87.3505	0	0	-5.84557	-52.0524	-31.6485	-0.308399	-2.88507	-140.784	-87.6741	-107.192	116.339	0	0	-1.28631	-11.0562	-6.91011	-0	-2.00738	2.9946	2.64603	1.18748	2.72835	2.87959	1.55152	0.511112	1.11914	-0.462958	0.184639	0.17877	-1.01895	0.65526	0.184305	-0.247877	0.334352	0.150392	-0.606015	0	1	0	0	1	0	0	0
0.193667	125.303	0	116.753	87.3426	-0	0	-93.6588	-149.485	0	-3.32894	-0	47.4053	0	0	116.486	-0	0	-98.89	-116.021	0	-1.68381	-2.27209	2.99314	2.64375	1.18609	2.7293	2.88053	1.55154	0.511174	1.1192	-0.463298	0.185469	0.178475	-1.01899	0.65526	0.184305	-0.247877	0.334352	0.150392	-0.606015	0	1	0	0	1	0	0	0
0.194001	-47.8881	-28.8484	-67.5825	87.3828	0	0	39.5927	59.8107	0	-0	-0	-140.937	-87.749	-88.5699	116.69	0	0	0	0	0	-2.00551	-88.3226	2.99171	2.64147	1.18473	2.73029	2.8815	1.55156	0.511236	1.11926	-0.463638	0.1863	0.17804	-1.01902	0.655241	0.18516	-0.248757	0.334487	0.150354	-0.606017	0	1	0	0	1	0	0	0
0.194334	125.37	0	-57.3243	87.4655	-2.42594	-2.70836	0	-5.29463	-4.92138	-2.75449	59.1852	46.9525	0	-106.182	116.938	-2.25017	-2.60402	0	-0.633398	-0.75616	-96.6732	0	2.99029	2.63921	1.1834	2.7313	2.8825	1.55159	0.511298	1.11932	-0.463977	0.187133	0.177749	-1.01906	0.655241	0.18516	-0.248757	0.334487	0.150354	-0.606017	0	1	0	0	1	0	0	0
0.194667	-47.8453	-28.8282	117.058	87.8222	-0	-0	-3.59048	-53.4662	-32.5006	44.6379	0	-140.955	-87.7399	0	117.413	-2.39465	-1.49665	-1.34034	-12.4703	-7.7939	0	0	2.98896	2.63697	1.18209	2.73242	2.88355	1.55163	0.511361	1.11938	-0.464317	0.187962	0.177546	-1.01919	0.655241	0.18516	-0.248757	0.334487	0.150354	-0.606017	0	1	0	0	1	0	0	0
0.195001	125.735	0	-67.2656	87.7575	-0	0	-7.09951	-149.286	0	0	-0	46.7126	0	-89.8283	117.461	-79.4454	0	-1.23961	-117.323	0	0	-0	2.9875	2.63471	1.18082	2.73342	2.88459	1.5517	0.511424	1.11944	-0.464657	0.188788	0.177222	-1.0193	0.655228	0.186	-0.24965	0.334624	0.150303	-0.606023	0	1	0	0	1	0	0	0
0.195334	-47.8377	-28.8293	-56.2127	87.6099	72.9209	0	-97.6908	60.83	0	-0.371504	0	-141.034	-87.7676	-105.079	117.472	0	0	-98.7485	0	0	-0	0	2.98602	2.63242	1.1796	2.73441	2.88563	1.55179	0.511487	1.1195	-0.464996	0.189012	0.177715	-1.0187	0.655228	0.186	-0.24965	0.334624	0.150303	-0.606023	0	1	0	0	1	0	0	0
0.195667	125.92	0	117.43	87.7243	0	0	39.8339	-5.40006	-5.01376	-3.34876	-2.92615	46.3796	0	0	117.716	0	0	0	-0.564392	-0.675139	-1.66119	-1.98369	2.98461	2.63016	1.17841	2.73548	2.88665	1.55156	0.51155	1.11956	-0.465336	0.189944	0.178153	-1.01895	0.655228	0.186	-0.24965	0.334624	0.150303	-0.606023	0	1	0	0	1	0	0	0
0.196001	-47.7636	-28.7907	-66.8278	87.5886	0	0	0	-54.5956	-33.1806	-0	-0	-140.994	-87.7203	-90.93	117.716	0	0	0	-13.8303	-8.64393	-1.98633	-2.25472	2.98313	2.62788	1.17726	2.73648	2.88768	1.55135	0.511614	1.11962	-0.465676	0.190795	0.178531	-1.01902	0.655221	0.186825	-0.250557	0.334749	0.150293	-0.606014	0	1	0	0	1	0	0	0
0.196334	126.347	0	-54.9117	87.6825	-0	0	-3.61117	-148.053	0	-5.86436	-0	46.2379	0	-103.681	117.945	-0	0	-1.33057	-117.948	0	-97.154	-89.0513	2.98172	2.62563	1.17614	2.73756	2.88873	1.55115	0.511678	1.11968	-0.466015	0.191648	0.178997	-1.01913	0.655221	0.186825	-0.250557	0.334749	0.150293	-0.606014	0	1	0	0	1	0	0	0
0.196667	-47.7228	-28.7722	118.2	87.778	0	0	-8.46204	62.6	0	43.8038	57.9505	-141.009	-87.707	0	118.148	0	0	-1.20257	0	0	0	0	2.98031	2.62338	1.17505	2.73865	2.8898	1.55097	0.511742	1.11974	-0.466355	0.192434	0.179856	-1.01919	0.655221	0.186825	-0.250557	0.334749	0.150293	-0.606014	0	1	0	0	1	0	0	0
0.197001	126.575	0	-66.5029	88.0918	-2.47391	-2.75463	-101.767	-5.51694	-5.11694	0	0	46.0021	0	-92.151	118.503	-2.22542	-2.57577	-98.7333	-0.503142	-0.603032	0	0	2.97897	2.62115	1.174	2.73981	2.89088	1.55076	0.511806	1.1198	-0.466695	0.193212	0.181356	-1.0194	0.655222	0.187631	-0.251479	0.334874	0.15028	-0.606008	0	1	0	0	1	0	0	0
0.197334	-47.6118	-28.7118	-53.8389	88.0341	-0	-0	39.9462	-55.8417	-33.9315	-0.439573	-0	-140.898	-87.6147	-102.523	118.459	-2.38651	-1.49157	0	-15.3297	-9.58105	-0	-0	2.97752	2.6189	1.173	2.74086	2.89193	1.55058	0.511871	1.11986	-0.467035	0.193983	0.182673	-1.01953	0.655222	0.187631	-0.251479	0.334874	0.15028	-0.606008	0	1	0	0	1	0	0	0
0.197667	127.038	0	118.496	88.0309	-0	0	0	-147.07	0	-3.36636	0	45.9615	0	0	118.485	-80.4682	0	0	-118.95	0	-1.63825	0	2.97609	2.61664	1.17204	2.74192	2.89298	1.55039	0.511936	1.11992	-0.467375	0.194772	0.183916	-1.01965	0.655222	0.187631	-0.251479	0.334874	0.15028	-0.606008	0	1	0	0	1	0	0	0
0.198001	-47.6118	-28.718	-66.1952	88.0681	71.4962	0	-3.63088	63.8797	0	-0	-2.96658	-140.971	-87.635	-93.3863	118.552	0	0	-1.3198	0	0	-1.95884	-1.96039	2.97467	2.61439	1.17113	2.74299	2.89402	1.55019	0.512001	1.11998	-0.467714	0.19554	0.185518	-1.01976	0.655232	0.188421	-0.252413	0.334995	0.150282	-0.605998	0	1	0	0	1	0	0	0
0.198334	127.003	0	-52.8562	88.281	0	0	-9.88624	-5.63664	-5.22263	-9.78254	-0	45.6016	0	-101.402	118.755	0	0	-1.15794	-0.446738	-0.536441	-97.5198	-2.24364	2.97331	2.61215	1.17024	2.74411	2.89506	1.54998	0.512067	1.12005	-0.468054	0.196326	0.187059	-1.01995	0.655232	0.188421	-0.252413	0.334995	0.150282	-0.605998	0	1	0	0	1	0	0	0
0.198667	-47.5577	-28.692	118.625	88.2161	0	0	-105.55	-56.9832	-34.6194	43.1115	-0	-140.943	-87.5928	0	118.676	0	0	-98.589	-16.8535	-10.5334	0	-89.8238	2.97186	2.6099	1.16941	2.74515	2.89607	1.54977	0.512132	1.12011	-0.468395	0.197138	0.188306	-1.02012	0.655232	0.188421	-0.252413	0.334995	0.150282	-0.605998	0	1	0	0	1	0	0	0
0.199001	127.222	0	-65.7385	88.1155	-0	0	40.2381	-145.614	0	0	56.6495	45.4122	0	-94.4261	118.596	-0	0	0	-119.768	0	0	0	2.9704	2.60764	1.16863	2.74616	2.89707	1.54957	0.512198	1.12017	-0.468735	0.197977	0.189142	-1.02021	0.655252	0.189194	-0.25336	0.33511	0.150299	-0.605982	0	1	0	0	1	0	0	0
0.199334	-47.4921	-28.6592	-51.6483	88.2287	0	0	0	65.3588	0	-0.512445	0	-140.889	-87.5335	-99.968	118.736	0	0	0	0	0	-0	0	2.96901	2.60539	1.16788	2.74725	2.89807	1.54935	0.512265	1.12023	-0.469075	0.198854	0.189598	-1.02037	0.655252	0.189194	-0.25336	0.33511	0.150299	-0.605982	0	1	0	0	1	0	0	0
0.199667	127.456	0	119.25	87.9945	-2.52186	-2.80049	-3.65431	-5.76406	-5.33553	-3.38295	-0	45.259	0	0	118.566	-2.20067	-2.54755	-1.31041	-0.396244	-0.476674	-1.61645	-0	2.96751	2.60312	1.16718	2.74822	2.89905	1.54914	0.512331	1.1203	-0.469415	0.199776	0.189511	-1.02045	0.655252	0.189194	-0.25336	0.33511	0.150299	-0.605982	0	1	0	0	1	0	0	0
0.200001	-47.3535	-28.5826	-65.4334	88.0198	-0	-0	-11.3473	-58.1342	-35.3129	-0	0	-140.702	-87.3905	-95.6368	118.694	-2.37782	-1.48613	-1.10267	-18.4634	-11.5396	-1.93089	0	2.96608	2.60087	1.16652	2.74928	2.90007	1.54893	0.512398	1.12036	-0.469755	0.200707	0.189184	-1.02058	0.655279	0.189948	-0.254319	0.335226	0.150318	-0.605966	0	1	0	0	1	0	0	0
0.200334	127.918	0	-50.7265	88.2541	-0	0	-108.96	-144.121	0	-14.2906	-3.00487	45.3055	0	-98.8414	119.007	-81.466	0	-98.2609	-120.71	0	-97.8647	-1.93647	2.96473	2.59865	1.16589	2.75042	2.90111	1.54874	0.512465	1.12042	-0.470095	0.201629	0.188799	-1.02075	0.655279	0.189948	-0.254319	0.335226	0.150318	-0.605966	0	1	0	0	1	0	0	0
0.200667	-47.3249	-28.5722	119.272	88.186	70.0609	0	40.7622	66.6002	0	42.4641	-0	-140.704	-87.3643	0	119.021	0	0	0	0	0	0	-2.22763	2.96328	2.5964	1.1653	2.75148	2.90215	1.54856	0.512533	1.12049	-0.470436	0.202541	0.188302	-1.02084	0.655279	0.189948	-0.254319	0.335226	0.150318	-0.605966	0	1	0	0	1	0	0	0
0.201001	127.888	0	-65.1014	88.3151	0	0	0	-5.89221	-5.44892	0	-0	45.0443	0	-96.8016	119.236	0	0	0	-0.349498	-0.421192	0	-90.5302	2.96189	2.59417	1.16475	2.75261	2.90322	1.54839	0.512601	1.12055	-0.470776	0.203429	0.187842	-1.02102	0.655314	0.190683	-0.255291	0.335348	0.150329	-0.605952	0	1	0	0	1	0	0	0
0.201334	-47.3148	-28.5729	-49.7857	88.2374	0	0	-3.68178	-59.1376	-35.9174	-0.589557	55.4391	-140.726	-87.3493	-97.6237	119.255	0	0	-1.30276	-20.0615	-12.5384	-0	0	2.96044	2.59192	1.16425	2.75368	2.90427	1.54822	0.512669	1.12061	-0.471116	0.204328	0.187221	-1.02111	0.655314	0.190683	-0.255291	0.335348	0.150329	-0.605952	0	1	0	0	1	0	0	0
0.201667	127.793	0	119.372	88.3856	-0	0	-12.8501	-142.048	0	-3.39801	0	44.7219	0	0	119.5	-0	0	-1.04347	-121.376	0	-1.59513	0	2.95907	2.58968	1.16379	2.75483	2.90536	1.54806	0.512737	1.12067	-0.471457	0.20521	0.186673	-1.02128	0.655314	0.190683	-0.255291	0.335348	0.150329	-0.605952	0	1	0	0	1	0	0	0
0.202001	-47.2741	-28.5554	-64.6968	88.1765	0	0	-112.115	68.182	0	-0	-0	-140.687	-87.2954	-97.8611	119.411	0	0	-97.8554	0	0	-1.89145	-0	2.95758	2.58742	1.16337	2.75588	2.90643	1.5479	0.512806	1.12074	-0.471797	0.206086	0.186124	-1.02138	0.655354	0.191399	-0.256276	0.335475	0.150335	-0.605939	0	1	0	0	1	0	0	0
0.202334	127.864	0	-48.7466	88.1947	-2.5694	-2.84551	41.4036	-6.02906	-5.5704	-19.1495	0	44.4989	0	-96.2437	119.571	-2.17605	-2.5195	0	-0.309094	-0.373131	-98.0598	0	2.95616	2.58518	1.16298	2.757	2.90753	1.54775	0.512875	1.1208	-0.472138	0.206949	0.185723	-1.02151	0.655354	0.191399	-0.256276	0.335475	0.150335	-0.605939	0	1	0	0	1	0	0	0
0.202667	-47.1884	-28.5109	119.707	88.4078	-0	-0	0	-60.0364	-36.459	41.987	-3.04212	-140.561	-87.1872	0	119.884	-2.36871	-1.48044	0	-21.6647	-13.5404	0	-1.91294	2.9548	2.58296	1.16263	2.7582	2.90865	1.54759	0.512944	1.12086	-0.472478	0.207797	0.185378	-1.02169	0.655354	0.191399	-0.256276	0.335475	0.150335	-0.605939	0	1	0	0	1	0	0	0
0.203001	128.113	0	-64.1476	88.365	-0	0	-3.71308	-139.595	0	0	-0	44.4174	0	-98.7234	119.925	-82.4381	0	-1.29637	-121.887	0	0	-2.21373	2.95336	2.58073	1.16231	2.75932	2.90976	1.54745	0.513014	1.12092	-0.472819	0.208639	0.185019	-1.02182	0.655402	0.192096	-0.257273	0.335603	0.150335	-0.605928	0	1	0	0	1	0	0	0
0.203334	-47.1219	-28.4779	-47.4988	88.5783	68.6233	0	-14.3159	69.9572	0	-0.670832	-0	-140.461	-87.0945	-94.5844	120.197	0	0	-0.962473	0	0	-0	-91.2394	2.95201	2.57851	1.16203	2.76053	2.9109	1.5473	0.513084	1.12098	-0.47316	0.209469	0.184805	-1.02203	0.655402	0.192096	-0.257273	0.335603	0.150335	-0.605928	0	1	0	0	1	0	0	0
0.203667	128.249	0	120.494	88.4894	0	0	-114.636	-6.17307	-5.69853	-3.41264	54.2326	44.2872	0	0	120.165	0	0	-97.0655	-0.274762	-0.332213	-1.57493	0	2.95056	2.57627	1.1618	2.76165	2.91202	1.54716	0.513154	1.12104	-0.4735	0.210287	0.184713	-1.02219	0.655402	0.192096	-0.257273	0.335603	0.150335	-0.605928	0	1	0	0	1	0	0	0
0.204001	-46.9895	-28.4055	-63.7798	88.6997	0	0	42.4801	-60.6604	-36.8348	-0	0	-140.239	-86.9253	-99.8035	120.414	0	0	0	-23.1613	-14.4758	-1.86941	0	2.94921	2.57405	1.16159	2.76287	2.91315	1.54702	0.513224	1.12111	-0.473841	0.211098	0.184585	-1.02243	0.655456	0.192778	-0.258282	0.335731	0.150338	-0.605915	0	1	0	0	1	0	0	0
0.204334	128.595	0	-46.5791	88.4442	-0	0	0	-136.372	0	-24.376	-0.00222739	44.3382	0	-93.2974	120.224	-0	0	0	-121.839	0	-98.4462	-0	2.94772	2.57179	1.16144	2.76394	2.91425	1.54688	0.513295	1.12117	-0.474182	0.211929	0.184364	-1.02258	0.655456	0.192778	-0.258282	0.335731	0.150338	-0.605915	0	1	0	0	1	0	0	0
0.204668	-46.9768	-28.405	120.544	88.3784	0	0	-3.75006	72.453	0	41.3212	0	-140.218	-86.8796	0	120.266	0	0	-1.29226	0	0	0	0	2.94628	2.56955	1.16131	2.76507	2.91537	1.54674	0.513365	1.12123	-0.474523	0.212748	0.184238	-1.02274	0.655456	0.192778	-0.258282	0.335731	0.150338	-0.605915	0	1	0	0	1	0	0	0
0.205001	128.425	0	-63.4955	88.4902	-2.61672	-2.88991	-15.9026	-6.33008	-5.83871	0	-3.07791	44.0491	0	-100.976	120.461	-2.15151	-2.49155	-0.906599	-0.245757	-0.297584	0	-1.8895	2.94489	2.56733	1.16121	2.76625	2.9165	1.5466	0.513437	1.12129	-0.474864	0.213561	0.184153	-1.02295	0.655518	0.193444	-0.259304	0.335857	0.150344	-0.605902	0	1	0	0	1	0	0	0
0.205334	-46.8977	-28.3646	-45.8526	88.4704	-0	-0	-117.463	-61.4476	-37.3098	-0.755968	-0	-140.077	-86.7588	-92.1712	120.508	-2.35878	-1.47423	-96.6653	-24.8131	-15.5082	-0	-2.19659	2.94347	2.5651	1.16115	2.7674	2.91761	1.54646	0.513508	1.12135	-0.475205	0.214384	0.18396	-1.02317	0.655518	0.193444	-0.259304	0.335857	0.150344	-0.605902	0	1	0	0	1	0	0	0
0.205668	128.551	0	120.22	88.403	-0	0	43.1618	-133.607	0	-3.42452	-0	43.9496	0	0	120.515	-83.3827	0	0	-122.275	0	-1.5544	-91.8981	2.94203	2.56285	1.16113	2.76853	2.91872	1.54632	0.51358	1.12141	-0.475546	0.215212	0.183673	-1.02334	0.655518	0.193444	-0.259304	0.335857	0.150344	-0.605902	0	1	0	0	1	0	0	0
0.206001	-46.8377	-28.3357	-63.153	88.5227	67.1917	0	0	74.3269	0	-0	53.0988	-139.965	-86.6548	-102.057	120.696	0	0	0	0	0	-1.84513	0	2.94065	2.56063	1.16112	2.76972	2.91983	1.54617	0.513652	1.12147	-0.475887	0.216041	0.183345	-1.02359	0.655588	0.194095	-0.260339	0.335982	0.150353	-0.605887	0	1	0	0	1	0	0	0
0.206334	128.596	0	-45.0474	88.3341	0	0	-3.78773	-6.49052	-5.98181	-29.7685	0	43.8049	0	-90.8966	120.581	0	0	-1.28743	-0.217925	-0.264276	-98.792	0	2.93917	2.55838	1.16116	2.77081	2.92093	1.54603	0.513724	1.12153	-0.476228	0.216889	0.182808	-1.02376	0.655588	0.194095	-0.260339	0.335982	0.150353	-0.605887	0	1	0	0	1	0	0	0
0.206668	-46.7543	-28.2927	120.134	88.3412	0	0	-17.5606	-62.2756	-37.8093	40.7036	-0.0109887	-139.85	-86.5496	0	120.684	0	0	-0.862485	-26.5523	-16.5952	0	-0	2.93775	2.55616	1.16122	2.77196	2.92204	1.54589	0.513797	1.1216	-0.47657	0.217733	0.182233	-1.02395	0.655588	0.194095	-0.260339	0.335982	0.150353	-0.605887	0	1	0	0	1	0	0	0
0.207001	128.723	0	-62.7552	88.518	-0	0	-120.4	-131.039	0	0	0	43.7581	0	-103.041	120.917	-0	0	-96.4401	-122.876	0	0	0	2.93639	2.55394	1.1613	2.77317	2.92317	1.54575	0.51387	1.12166	-0.476911	0.21857	0.181663	-1.02419	0.655665	0.194734	-0.261387	0.336107	0.150362	-0.605872	0	1	0	0	1	0	0	0
0.207334	-46.6836	-28.2574	-44.1616	88.4411	0	0	43.6422	75.8572	0	-0.844658	-3.11219	-139.741	-86.4467	-89.4983	120.892	0	0	0	0	0	-0	-1.86627	2.93495	2.55171	1.16141	2.77431	2.92428	1.54562	0.513943	1.12172	-0.477253	0.219409	0.180998	-1.02439	0.655665	0.194734	-0.261387	0.336107	0.150362	-0.605872	0	1	0	0	1	0	0	0
0.207668	128.771	0	120.275	88.6124	-2.6632	-2.93301	0	-6.65063	-6.12437	-3.43458	-0	43.6734	0	0	121.102	-2.12698	-2.46362	0	-0.190481	-0.231344	-1.53378	-2.17801	2.93358	2.5495	1.16154	2.77552	2.9254	1.54549	0.514016	1.12178	-0.477594	0.220243	0.180309	-1.02464	0.655665	0.194734	-0.261387	0.336107	0.150362	-0.605872	0	1	0	0	1	0	0	0
0.208001	-46.6048	-28.2171	-62.3404	88.464	-0	-0	-3.82512	-63.0452	-38.274	-0	-0	-139.624	-86.3389	-103.989	121.002	-2.34787	-1.46741	-1.28113	-28.3037	-17.6898	-1.81266	-92.5234	2.93212	2.54727	1.1617	2.77663	2.92651	1.54536	0.51409	1.12184	-0.477936	0.221083	0.179445	-1.02483	0.65575	0.195362	-0.262449	0.336232	0.15037	-0.605857	0	1	0	0	1	0	0	0
0.208334	128.848	0	-43.2686	88.579	-0	0	-19.2286	-128.332	0	-35.1793	52.0142	43.64	0	-88.06	121.171	-84.2957	0	-0.81463	-123.42	0	-99.0243	0	2.93074	2.54505	1.16188	2.77783	2.92762	1.54522	0.514164	1.1219	-0.478277	0.221927	0.178494	-1.02509	0.65575	0.195362	-0.262449	0.336232	0.15037	-0.605857	0	1	0	0	1	0	0	0
0.208668	-46.4505	-28.1313	120.45	88.3602	65.7773	0	-123.08	77.455	0	40.2424	0	-139.356	-86.1368	0	121.029	0	0	-96.1342	0	0	0	0	2.92926	2.54281	1.16209	2.77892	2.92871	1.54509	0.514238	1.12195	-0.478619	0.222787	0.177306	-1.02528	0.65575	0.195362	-0.262449	0.336232	0.15037	-0.605857	0	1	0	0	1	0	0	0
0.209001	129.167	0	-61.9495	88.338	0	0	44.2502	-6.81823	-6.27375	0	-0.0263488	43.8178	0	-104.951	121.117	0	0	0	-0.164663	-0.200288	0	-0	2.92783	2.54059	1.1623	2.78008	2.92982	1.54496	0.514313	1.12201	-0.478961	0.223639	0.176119	-1.02548	0.655841	0.195983	-0.263526	0.336359	0.150377	-0.605843	0	1	0	0	1	0	0	0
0.209334	-46.3976	-28.1068	-42.4424	88.4704	0	0	0	-63.7179	-38.6807	-0.936356	0	-139.237	-86.0259	-86.6606	121.329	0	0	0	-30.034	-18.7712	-0	0	2.92646	2.53838	1.16253	2.78129	2.93095	1.54483	0.514388	1.12207	-0.479303	0.224478	0.174988	-1.02574	0.655841	0.195983	-0.263526	0.336359	0.150377	-0.605843	0	1	0	0	1	0	0	0
